id,img,thumb
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0001v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0001r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0002v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0002r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0003v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0003r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0004v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0004r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0005v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0005r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0006v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0006r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0007v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0007r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0008v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0008r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0009v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0009r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0010v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0010r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0011v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0011r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0012v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0012r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0013v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0013r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0014v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0014r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0015v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0015r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0016v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0016r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0017v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0017r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0018v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0018r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0019v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0019r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0020v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0020r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0021v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0021r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0022v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0022r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0023v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0023r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0024v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0024r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0025v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0025r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0026v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0026r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0027v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0027r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0028v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0028r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0029v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0029r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0030v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0030r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0031v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0031r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0032v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0032r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0033v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0033r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0034v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0034r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0035v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0035r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0036v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0036r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0037v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0037r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0038v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0038r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0039v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0039r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0040v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0040r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0041v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0041r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0042v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0042r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0043v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0043r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0044v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0044r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0045v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0045r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0046v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0046r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0047v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0047r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0048v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0048r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0049v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0049r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0050v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0050r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0051v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0051r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0052v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0052r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0053v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0053r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0054v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0054r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0055v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0055r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0056v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0056r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0057v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0057r.jpg
20122008427768001,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0058v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768001/0058r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0001v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0001r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0002v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0002r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0003v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0003r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0004v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0004r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0005v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0005r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0006v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0006r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0007v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0007r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0008v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0008r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0009v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0009r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0010v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0010r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0011v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0011r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0012v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0012r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0013v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0013r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0014v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0014r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0015v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0015r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0016v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0016r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0017v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0017r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0018v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0018r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0019v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0019r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0020v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0020r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0021v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0021r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0022v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0022r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0023v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0023r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0024v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0024r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0025v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0025r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0026v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0026r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0027v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0027r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0028v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0028r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0029v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0029r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0030v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0030r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0031v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0031r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0032v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0032r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0033v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0033r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0034v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0034r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0035v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0035r.jpg
20122008427768012,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0036v.jpg,http://lcweb2.loc.gov/service/asian/asian0001/2012/20122008427768012/0036r.jpg
